dataset,method,seed,step,epoch,loss,eval_loss,eval_denotation_accuracy,gate_loss,gate_sparsity,gate_entropy,gate_diversity,learning_rate,grad_norm,run_dir,eval_runtime,eval_samples_per_second,eval_steps_per_second,total_flos,train_loss,train_runtime,train_samples_per_second,train_steps_per_second
wikisql,m3_gate,42,25,0.010646603733409043,5.7957,,,,,,,1.44e-05,14.892306327819824,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,25,0.010646603733409043,,,,0.015690144151449203,0.5010619163513184,0.6926463842391968,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,50,0.021293207466818086,3.4026,,,,,,,2.94e-05,8.627301216125488,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,50,0.021293207466818086,,,,0.015690922737121582,0.5011417865753174,0.6926270723342896,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,75,0.031939811200227125,3.018,,,,,,,2.9242105263157893e-05,8.762542724609375,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,75,0.031939811200227125,,,,0.015690062195062637,0.5010552406311035,0.6926319003105164,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,100,0.04258641493363617,2.8148,,,,,,,2.845263157894737e-05,16.236120223999023,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,100,0.04258641493363617,,,,0.015689095482230186,0.5009581446647644,0.6926370859146118,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,125,0.05323301866704521,2.701,,,,,,,2.7663157894736842e-05,9.718265533447266,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,125,0.05323301866704521,,,,0.015688560903072357,0.50090491771698,0.6926326751708984,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,150,0.06387962240045425,2.6278,,,,,,,2.687368421052632e-05,9.005300521850586,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,150,0.06387962240045425,,,,0.015686998143792152,0.5007495880126953,0.6926251649856567,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,175,0.0745262261338633,2.6075,,,,,,,2.6084210526315788e-05,11.231167793273926,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,175,0.0745262261338633,,,,0.015687555074691772,0.500805675983429,0.6926203966140747,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,200,0.08517282986727234,2.5163,,,,,,,2.5294736842105264e-05,9.81397533416748,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,200,0.08517282986727234,,,,0.015689708292484283,0.5010210275650024,0.6926214098930359,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,225,0.09581943360068139,2.383,,,,,,,2.4505263157894737e-05,8.498663902282715,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,225,0.09581943360068139,,,,0.0156889408826828,0.5009446740150452,0.6926149129867554,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,250,0.10646603733409042,2.4682,,,,,,,2.371578947368421e-05,8.320377349853516,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,250,0.10646603733409042,,2.3254799842834473,0.45956537228357675,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,764.6141,11.013,2.754,,,,,
wikisql,m3_gate,42,250,0.10646603733409042,,,,0.015689648687839508,0.5010145306587219,0.6926261782646179,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,275,0.11711264106749947,2.4198,,,,,,,2.2926315789473683e-05,7.088580131530762,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,275,0.11711264106749947,,,,0.01568763330578804,0.500813901424408,0.6926178932189941,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,300,0.1277592448009085,2.4378,,,,,,,2.213684210526316e-05,7.827750205993652,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,300,0.1277592448009085,,,,0.01568758115172386,0.5008088946342468,0.6926140189170837,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,325,0.13840584853431756,2.3296,,,,,,,2.1347368421052632e-05,9.721097946166992,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,325,0.13840584853431756,,,,0.01568734087049961,0.5007845163345337,0.6926178932189941,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,350,0.1490524522677266,2.4206,,,,,,,2.0557894736842105e-05,9.151371002197266,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,350,0.1490524522677266,,,,0.01568680629134178,0.5007307529449463,0.6926217079162598,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,375,0.15969905600113563,2.3618,,,,,,,1.9768421052631577e-05,7.905892848968506,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,375,0.15969905600113563,,,,0.015686890110373497,0.5007398128509521,0.6926137208938599,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,400,0.17034565973454469,2.3898,,,,,,,1.8978947368421054e-05,12.61268424987793,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,400,0.17034565973454469,,,,0.015686452388763428,0.500694751739502,0.6926273703575134,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,425,0.18099226346795372,2.3249,,,,,,,1.8189473684210527e-05,8.386551856994629,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,425,0.18099226346795372,,,,0.01568550616502762,0.5006016492843628,0.6926120519638062,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,450,0.19163886720136278,2.3013,,,,,,,1.74e-05,8.349474906921387,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,450,0.19163886720136278,,,,0.015685997903347015,0.5006506443023682,0.6926132440567017,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,475,0.2022854709347718,2.3203,,,,,,,1.6610526315789472e-05,10.973404884338379,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,475,0.2022854709347718,,,,0.01568642258644104,0.5006930232048035,0.692613959312439,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,500,0.21293207466818084,2.2832,,,,,,,1.582105263157895e-05,13.903413772583008,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,500,0.21293207466818084,,2.189786434173584,0.5266595416221351,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,828.4005,10.165,2.542,,,,,
wikisql,m3_gate,42,500,0.21293207466818084,,,,0.015685711055994034,0.5006217360496521,0.6926168203353882,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,525,0.2235786784015899,2.3115,,,,,,,1.5031578947368423e-05,7.803309917449951,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,525,0.2235786784015899,,,,0.015687119215726852,0.5007611513137817,0.6926307678222656,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,550,0.23422528213499894,2.2555,,,,,,,1.4242105263157896e-05,9.651935577392578,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,550,0.23422528213499894,,,,0.015685293823480606,0.5005814433097839,0.6926025152206421,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,575,0.24487188586840797,2.2802,,,,,,,1.3452631578947369e-05,24.370073318481445,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,575,0.24487188586840797,,,,0.015685956925153732,0.5006469488143921,0.6926109194755554,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,600,0.255518489601817,2.2778,,,,,,,1.2663157894736843e-05,7.907435894012451,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,600,0.255518489601817,,,,0.01568591222167015,0.5006415247917175,0.6926178932189941,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,625,0.2661650933352261,2.2723,,,,,,,1.1873684210526316e-05,10.041525840759277,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,625,0.2661650933352261,,,,0.015686150640249252,0.500665545463562,0.6926175951957703,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,650,0.2768116970686351,2.2437,,,,,,,1.108421052631579e-05,6.80743932723999,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,650,0.2768116970686351,,,,0.01568719558417797,0.5007694959640503,0.6926220655441284,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,675,0.28745830080204415,2.32,,,,,,,1.0294736842105264e-05,7.308886528015137,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,675,0.28745830080204415,,,,0.01568526215851307,0.5005767345428467,0.6926180720329285,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,700,0.2981049045354532,2.2386,,,,,,,9.505263157894737e-06,6.915738582611084,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,700,0.2981049045354532,,,,0.01568545773625374,0.5005970001220703,0.6926109790802002,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,725,0.3087515082688622,2.2743,,,,,,,8.715789473684211e-06,6.002392768859863,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,725,0.3087515082688622,,,,0.015685200691223145,0.5005704164505005,0.6926174163818359,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,750,0.31939811200227125,2.2642,,,,,,,7.926315789473684e-06,6.9520368576049805,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,750,0.31939811200227125,,2.1288444995880127,0.5742785892411828,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,852.085,9.883,2.472,,,,,
wikisql,m3_gate,42,750,0.31939811200227125,,,,0.01568460464477539,0.5005117654800415,0.6926095485687256,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,775,0.33004471573568034,2.3064,,,,,,,7.1368421052631585e-06,6.923362731933594,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,775,0.33004471573568034,,,,0.015685325488448143,0.500583827495575,0.6926082968711853,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,800,0.34069131946908937,2.2036,,,,,,,6.347368421052632e-06,6.803009510040283,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,800,0.34069131946908937,,,,0.01568601466715336,0.5006521940231323,0.6926149129867554,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,825,0.3513379232024984,2.2133,,,,,,,5.557894736842106e-06,7.565940856933594,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,825,0.3513379232024984,,,,0.01568681374192238,0.5007312893867493,0.6926232576370239,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,850,0.36198452693590744,2.2139,,,,,,,4.76842105263158e-06,8.264955520629883,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,850,0.36198452693590744,,,,0.015687057748436928,0.5007548332214355,0.6926316022872925,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,875,0.37263113066931647,2.2326,,,,,,,3.978947368421053e-06,10.075374603271484,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,875,0.37263113066931647,,,,0.015685345977544785,0.5005853176116943,0.692613959312439,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,900,0.38327773440272556,2.1634,,,,,,,3.1894736842105266e-06,5.127232551574707,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,900,0.38327773440272556,,,,0.01568502187728882,0.5005530714988708,0.6926125288009644,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,925,0.3939243381361346,2.189,,,,,,,2.4000000000000003e-06,5.878832817077637,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,925,0.3939243381361346,,,,0.0156871285289526,0.5007634162902832,0.6926155090332031,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,950,0.4045709418695436,2.2174,,,,,,,1.6105263157894738e-06,10.775317192077637,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,950,0.4045709418695436,,,,0.015686333179473877,0.5006834268569946,0.6926202774047852,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,975,0.41521754560295265,2.1881,,,,,,,8.210526315789474e-07,7.589568138122559,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,975,0.41521754560295265,,,,0.01568528078496456,0.5005794763565063,0.6926087141036987,0.9990234375,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1000,0.4258641493363617,2.266,,,,,,,3.157894736842105e-08,6.812539100646973,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,,,,,
wikisql,m3_gate,42,1000,0.4258641493363617,,2.087254762649536,0.5950599691248071,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,847.1862,9.94,2.486,,,,,
wikisql,m3_gate,42,1000,0.4258641493363617,,,,,,,,,,models/research_runs_gate_progressive/wikisql/m3_gate/seed_42,,,,1.567746883584e+16,2.4713956832885744,4855.3493,4.943,0.206
